#These would be double counted if included in the molecular network
#N+,e-=>N:ele_recomb:1.:0.:0.
#S+,e-=>S:ele_recomb:1.:0.:0.
#Cl+,e-=>Cl:ele_recomb:1.:0.:0.
#C+,e-=>C:ele_recomb:1.:0.:0.
#O+,e-=>O:ele_recomb:1.:0.:0.
#Si+,e-=>Si:ele_recomb:1.:0.:0.
#C,PHOTON=>C+,e-:ele_ionize:1.:0.:0.
#O,PHOTON=>O+,e-:ele_ionize:1.:0.:0.
#Si,PHOTON=>Si+,e-:ele_ionize:1.:0.:0.
#Cl,PHOTON=>Cl+,e-:ele_ionize:1.:0.:0.
#N,PHOTON=>N+,e-:ele_ionize:1.:0.:0.
#S,PHOTON=>S+,e-:ele_ionize:1.:0.:0.
# >>chng 06 Feb 28 -- NPA.  Charge transfer between S+, Si+, and C+ and Mg/Fe is 
#	 * sometimes important in molecular abundance determinations.  We therefore include them here.  Someday, we may need to 
#	 * include Mg and Fe in the molecular network, but for now include the reaction in the existing heavy element
#	 * network 
H-,C=>CH,e-:hmrate:1.0e-9:0:0 # UMIST	 
H-,OH=>H2O,e-:hmrate:1.0e-10:0:0 # UMIST	 
H-,O=>OH,e-:hmrate:1.0e-9:0:0 # UMIST	 
H-,H3O+=>H2O,H2:hmrate:0.00000023:-0.5:0 # UMIST	 
H-,H3O+=>OH,H2,H:hmrate:0.00000023:-0.5:0 # UMIST	 
H+,CH=>CH+,H:hmrate:1.9e-9:0:0 # UMIST	 
H+,CH2=>CH2+,H:hmrate:1.4e-9:0:0 # UMIST	 
H+,H2O=>H2O+,H:hmrate:6.9e-9:0:0 # UMIST	 
H+,O2=>O2+,H:hmrate:2.0e-9:0:0 # UMIST	 
H+,OH=>OH+,H:hmrate:2.1e-9:0:0 # UMIST	 
H+,SiO=>SiO+,H:hmrate:3.3e-9:0:0 # UMIST	 
H+,CH2=>CH+,H2:hmrate:1.4e-9:0:0 # UMIST	 
H+,SiH=>Si+,H2:hmrate:1.7e-9:0:0 # UMIST	 
H2,C=>CH,H:hmrate:6.64e-10:0:11700 # UMIST	 
H2,C+=>CH+,H:hmrate:1.0e-10:0:4640 # UMIST	 
H2,CH=>CH2,H:hmrate:5.46e-10:0:1943 # UMIST	 
H2,CH+=>CH2+,H:hmrate:1.2e-9:0:0 # UMIST	 
H2,OH=>H2O,H:hmrate:2.05e-12:1.52:1736 # UMIST	 
H2,OH+=>H2O+,H:hmrate:1.01e-9:0:0 # UMIST	 
H2,H2O+=>H3O+,H:hmrate:6.4e-10:0:0 # UMIST	 
H2,O=>OH,H:hmrate:3.14e-13:2.7:3150 # UMIST	 
H2,O+=>OH+,H:hmrate:1.7e-9:0:0 # UMIST	 
H2,SiO+=>SiOH+,H:hmrate:3.2e-10:0:0 # UMIST	 
H2,CH=>C,H2,H:hmrate:6.0e-9:0:40200 # UMIST	 
H2,OH=>O,H2,H:hmrate:6.0e-9:0:50900 # UMIST	 
H2,H2O=>OH,H2,H:hmrate:5.8e-9:0:52900 # UMIST	 
H2,O2=>O,O,H2:hmrate:6.0e-9:0:52300 # UMIST	 
H2,O2=>OH,OH:hmrate:3.16e-10:0:21890 # UMIST	 
H2,C=>CH2,PHOTON:hmrate:1.e-17:0:0 # UMIST	 
H2,Si+=>SiH2+,PHOTON:hmrate:0.000000000000000003:0:0 # UMIST	 
H2+,C=>CH+,H:hmrate:2.4e-9:0:0 # UMIST	 
H2+,CH=>CH2+,H:hmrate:7.1e-10:0:0 # UMIST	 
H2+,CH2=>CH3+,H:hmrate:1.0e-9:0:0 # UMIST	 
H2+,OH=>H2O+,H:hmrate:7.6e-10:0:0 # UMIST	 
H2+,H2O=>H3O+,H:hmrate:3.4e-9:0:0 # UMIST	 
H2+,O=>OH+,H:hmrate:1.5e-9:0:0 # UMIST	 
H2+,CH=>CH+,H2:hmrate:7.1e-10:0:0 # UMIST	 
H2+,CH2=>CH2+,H2:hmrate:1.0e-9:0:0 # UMIST	 
H2,S=>HS,H:hmrate:1.76e-13:2.88:6126 # UMIST	 # >>chng 05 aug 02, NA added this 
H2+,H2O=>H2O+,H2:hmrate:3.9e-9:0:0 # UMIST	 
H2+,O2=>O2+,H2:hmrate:8.e-10:0:0 # UMIST	 
H2+,OH=>OH+,H2:hmrate:7.6e-10:0:0 # UMIST	 
H3+,C=>CH+,H2:hmrate:2.0e-9:0:0 # UMIST	 
H3+,CH=>CH2+,H2:hmrate:1.2e-9:0:0 # UMIST	 
H3+,CH2=>CH3+,H2:hmrate:1.7e-9:0:0 # UMIST	 
H3+,OH=>H2O+,H2:hmrate:1.3e-9:0:0 # UMIST	 
H3+,H2O=>H3O+,H2:hmrate:5.9e-9:0:0 # UMIST	 
H3+,O=>OH+,H2:hmrate:8.e-10:0:0 # UMIST	 
H3+,SiH=>SiH2+,H2:hmrate:2.0e-9:0:0 # UMIST	 
H3+,SiO=>SiOH+,H2:hmrate:2.0e-9:0:0 # UMIST	 
He+,CH=>CH+,He:hmrate:5.0e-10:0:0 # UMIST	 
He+,H2O=>H2O+,He:hmrate:6.05e-11:0:0 # UMIST	 
He+,O2=>O2+,He:hmrate:3.3e-11:0:0 # UMIST	 
He+,CH=>C+,H,He:hmrate:1.1e-9:0:0 # UMIST	 
He+,CH2=>CH+,H,He:hmrate:7.5e-10:0:0 # UMIST	 
He+,OH=>O+,H,He:hmrate:1.1e-9:0:0 # UMIST	 
He+,H2O=>OH+,H,He:hmrate:2.86e-10:0:0 # UMIST	 
He+,SiH=>Si+,H,He:hmrate:1.8e-9:0:0 # UMIST	 
He+,H2O=>OH,H+,He:hmrate:2.04e-10:0:0 # UMIST	 
He+,CH2=>C+,H2,He:hmrate:7.5e-10:0:0 # UMIST	 
He+,O2=>O+,O,He:hmrate:1.0e-9:0:0 # UMIST	 
He+,SiO=>Si+,O,He:hmrate:8.6e-10:0:0 # UMIST	 
He+,SiO=>Si,O+,He:hmrate:8.6e-10:0:0 # UMIST	 
# He+,Si=>Si+,He:hmrate:0.0000000033:0:0 
H,CH3=>CH2,H2:hmrate:1.0e-10:0:7600 # UMIST     
H,CH4+=>CH3+,H2:hmrate:1.0e-11:0:0 # UMIST     
H,CH5+=>CH4+,H2:hmrate:2.0e-11:0:0 # UMIST     
H2,CH2=>CH3,H:hmrate:5.18e-11:0.17:6400 # UMIST     
H2,CH=>CH3,PHOTON:hmrate:5.09E-18:-0.71:11.6 # UMIST     
H2,CH3=>CH4,H:hmrate:0.0000000000000686:2.74:4740 # UMIST     
H2,CH4+=>CH5+,H:hmrate:3.3e-11:0:0 # UMIST     
H2,CH3+=>CH5+,PHOTON:hmrate:0.000000000000013:-1:0 # UMIST     
H2+,CH4=>CH3+,H2,H:hmrate:2.3e-9:0:0 # UMIST     
H2+,CH4=>CH4+,H2:hmrate:1.4e-9:0:0 # UMIST     
H2+,CH4=>CH5+,H:hmrate:1.14e-10:0:0 # UMIST     
H3+,CH3=>CH4+,H2:hmrate:2.1e-9:0:0 # UMIST     
H3+,CH4=>CH5+,H2:hmrate:2.4e-9:0:0 # UMIST     
He+,CH3=>CH+,He,H2:hmrate:1.8e-9:0:0 # UMIST     
He+,CH4=>CH+,He,H2,H:hmrate:2.4e-10:0:0 # UMIST     
He+,CH4=>CH2+,He,H2:hmrate:9.5e-10:0:0 # UMIST     
He+,CH4=>CH3,He,H+:hmrate:4.8e-10:0:0 # UMIST     
He+,CH4=>CH3+,He,H:hmrate:8.5e-11:0:0 # UMIST     
He+,CH4=>CH4+,He:hmrate:5.1e-11:0:0 # UMIST     
H-,CH2=>CH3,e-:hmrate:1.0e-9:0:0 # UMIST     
H-,CH3=>CH4,e-:hmrate:1.0e-9:0:0 # UMIST     
H+,CH3=>CH3+,H:hmrate:3.4e-9:0:0 # UMIST     
H+,CH4=>CH3+,H2:hmrate:2.3e-9:0:0 # UMIST     
H+,CH4=>CH4+,H:hmrate:1.5e-9:0:0 # UMIST     
He+,C2=>C+,C,He:hmrate:1.6e-9:0:0 # UMIST	 
H2*,CH=>C,H2,H:hmrate:6.0e-9:0.:0. 
H2*,OH=>O,H2,H:hmrate:6.0e-9:0.:0. 
H2*,H2O=>OH,H2,H:hmrate:5.8e-9:0.:0. 
H2*,O2=>O,O,H2:hmrate:6.0e-9:0.:0. 
H2*,CH2=>CH3,H:hmrate:5.18e-11:0.17:0 
H2*,CH=>CH3,PHOTON:hmrate:5.09E-18:-0.71:0 
H2*,CH3=>CH4,H:hmrate:0.0000000000000686:2.74:0 
H2*,CH=>CH2,H:hmrate:5.46e-10:0:0.  # Tielens & Hollenbach 1985, Ap. J. 291, 722 Table 9 
H2*,O=>OH,H:hmrate:3.14e-13:2.7:0.  # Tielens & Hollenbach 1985, Ap. J. 291, 722 Table 9 
H2*,OH=>H2O,H:hmrate:2.05e-12:1.52:0.  # Tielens & Hollenbach 1985, Ap. J. 291, 722 Table 9 
H2*,O2=>OH,OH:hmrate:3.16e-10:0:0.  # Tielens & Hollenbach 1985, Ap. J. 291, 722 Table 9 
H2*,C=>CH,H:hmrate:6.64e-10:0:0.  # Tielens & Hollenbach 1985, Ap. J. 291, 722 Table 9 
H2*,C+=>CH+,H:hmrate:1.0e-10:0:0.  # Tielens & Hollenbach 1985, Ap. J. 291, 722 Table 9 
H2*,O+=>OH+,H:hmrate:1.7e-9:0.:0. 
H2,N=>NH,H:hmrate:1.69e-9:0:18095 # UMIST   
H2,NH=>NH2,H:hmrate:5.96e-11:0:7782 # UMIST   
H2,NH2=>NH3,H:hmrate:2.05e-15:3.89:1400 # UMIST   
H2,CN=>HCN,H:hmrate:0.000000000000404:2.87:820 # UMIST   
H+,HNO=>NO+,H2:hmrate:4.e-9:0:0 # UMIST   
H+,HS=>S+,H2:hmrate:1.6e-9:0:0 # UMIST   
H,HS+=>S+,H2:hmrate:1.1e-10:0:0 # UMIST   
H2+,N=>NH+,H:hmrate:1.9e-9:0:0 # UMIST   
H2,N+=>NH+,H:hmrate:1.0e-9:0:85 # UMIST   
H2,NH+=>N,H3+:hmrate:2.25e-10:0:0 # UMIST   
H2+,NH=>NH2+,H:hmrate:7.6e-10:0:0 # UMIST   
H2,NH+=>NH2+,H:hmrate:1.28e-9:0:0 # UMIST   
H2,NH2+=>NH3+,H:hmrate:2.7e-10:0:0 # UMIST   
H2,NH3+=>NH4+,H:hmrate:0.0000000000002:0:0 # UMIST   
H2+,CN=>HCN+,H:hmrate:1.2e-9:0:0 # UMIST   
H2,CN+=>HCN+,H:hmrate:1.0e-9:0:0 # UMIST   
H2+,NO=>HNO+,H:hmrate:1.1e-9:0:0 # UMIST   
H2,S+=>HS+,H:hmrate:1.1e-10:0:9860 # UMIST   
H2,CS+=>HCS+,H:hmrate:4.5e-10:0:0 # UMIST   
H2,NO2+=>NO+,H2O:hmrate:1.5e-10:0:0 # UMIST   
H3+,NH=>NH2+,H2:hmrate:1.3e-9:0:0 # UMIST   
H3+,NH2=>NH3+,H2:hmrate:1.8e-9:0:0 # UMIST   
H3+,NH3=>NH4+,H2:hmrate:2.7e-9:0:0 # UMIST   
H3+,CN=>HCN+,H2:hmrate:2.0e-9:0:0 # UMIST   
H3+,NO=>HNO+,H2:hmrate:1.1e-9:0:0 # UMIST   
H3+,S=>HS+,H2:hmrate:2.6e-9:0:0 # UMIST   
H3+,CS=>HCS+,H2:hmrate:2.9e-9:0:0 # UMIST   
H3+,NO2=>NO+,OH,H2:hmrate:7.0e-10:0:0 # UMIST   
He+,NH=>N+,He,H:hmrate:1.1e-9:0:0 # UMIST   
He+,NH2=>N+,He,H2:hmrate:8.e-10:0:0 # UMIST   
He+,NH2=>NH+,He,H:hmrate:8.e-10:0:0 # UMIST   
He+,NH3=>NH+,He,H2:hmrate:1.76e-10:0:0 # UMIST   
He+,NH3=>NH2+,He,H:hmrate:1.76e-9:0:0 # UMIST   
He+,CN=>N,C+,He:hmrate:8.8e-10:0:0 # UMIST   
He+,CN=>N+,C,He:hmrate:8.8e-10:0:0 # UMIST   
He+,HCN=>N,CH+,He:hmrate:6.51e-10:0:0 # UMIST   
He+,HCN=>N+,CH,He:hmrate:2.17e-10:0:0 # UMIST   
He+,HCN=>N,C+,He,H:hmrate:7.75e-10:0:0 # UMIST   
He+,HCN=>CN+,He,H:hmrate:1.46e-9:0:0 # UMIST   
He+,N2=>N+,N,He:hmrate:9.6e-10:0:0 # UMIST   
He+,NO=>O+,N,He:hmrate:2.0e-10:0:0 # UMIST   
He+,NO=>O,N+,He:hmrate:1.4e-9:0:0 # UMIST   
He+,HNO=>NO+,He,H:hmrate:1.0e-9:0:0 # UMIST   
He+,HNO=>NO,He,H+:hmrate:1.0e-9:0:0 # UMIST   
He+,HS=>S+,He,H:hmrate:1.7e-9:0:0 # UMIST   
He+,OCN=>CN,O+,He:hmrate:3.0e-9:0:0 # UMIST   
He+,OCN=>CN+,O,He:hmrate:3.0e-9:0:0 # UMIST   
He+,SiN=>Si+,N,He:hmrate:2.0e-9:0:0 # UMIST   
He+,N2O=>N2,O+,He:hmrate:2.76e-10:0:0 # UMIST   
He+,N2O=>N2+,O,He:hmrate:1.24e-9:0:0 # UMIST   
He+,N2O=>NO,N+,He:hmrate:3.e-10:0:0 # UMIST   
He+,N2O=>NO+,N,He:hmrate:4.83e-10:0:0 # UMIST   
He+,CS=>S+,C,He:hmrate:1.3e-9:0:0 # UMIST   
He+,CS=>S,C+,He:hmrate:1.3e-9:0:0 # UMIST   
He+,NS=>S,N+,He:hmrate:1.2e-9:0:0 # UMIST   
He+,NS=>S+,N,He:hmrate:1.2e-9:0:0 # UMIST   
He+,SO=>S,O+,He:hmrate:8.3e-10:0:0 # UMIST   
He+,SO=>S+,O,He:hmrate:8.3e-10:0:0 # UMIST   
He+,OCS=>S,CO+,He:hmrate:7.6e-10:0:0 # UMIST   
He+,OCS=>CS+,O,He:hmrate:7.6e-10:0:0 # UMIST   
He+,OCS=>CS,O+,He:hmrate:7.6e-10:0:0 # UMIST   
He+,S2=>S+,S,He:hmrate:2.0e-9:0:0 # UMIST   
H+,NH=>NH+,H:hmrate:2.1e-9:0:0 # UMIST   
H+,NH2=>NH2+,H:hmrate:2.9e-9:0:0 # UMIST   
H+,NH3=>NH3+,H:hmrate:1.1e-9:0:0 # UMIST   
H,CN+=>CN,H+:hmrate:1.9e-10:0:0 # UMIST   
H+,HCN=>HCN+,H:hmrate:0.0000000105:-0.13:0 # UMIST   
H,HCN+=>HCN,H+:hmrate:3.7e-11:0:0 # UMIST   
H,N2+=>N2,H+:hmrate:1.2e-10:0:0 # UMIST   
H+,NO=>NO+,H:hmrate:2.9e-9:0:0 # UMIST   
H+,HS=>HS+,H:hmrate:1.6e-9:0:0 # UMIST   
H+,SiN=>SiN+,H:hmrate:3.0e-9:0:0 # UMIST   
H+,CS=>CS+,H:hmrate:4.9e-9:0:0 # UMIST   
H+,NS=>NS+,H:hmrate:4.7e-9:0:0 # UMIST   
H+,SO=>SO+,H:hmrate:3.2e-9:0:0 # UMIST   
H+,OCS=>OCS+,H:hmrate:2.1e-9:0:0 # UMIST   
H+,S2=>S2+,H:hmrate:3.0e-9:0:0 # UMIST   
H2+,NH=>NH+,H2:hmrate:7.6e-10:0:0 # UMIST   
H2+,NH2=>NH2+,H2:hmrate:2.1e-9:0:0 # UMIST   
H2+,NH3=>NH3+,H2:hmrate:5.7e-9:0:0 # UMIST   
H2+,CN=>CN+,H2:hmrate:1.2e-9:0:0 # UMIST   
H2+,HCN=>HCN+,H2:hmrate:2.7e-9:0:0 # UMIST   
H2+,NO=>NO+,H2:hmrate:1.1e-9:0:0 # UMIST   
He+,NH3=>NH3+,He:hmrate:2.64e-10:0:0 # UMIST   
He+,N2=>N2+,He:hmrate:6.4e-10:0:0 # UMIST   
H-,N=>NH,e-:hmrate:1.0e-9:0:0 # UMIST   
H-,NH=>NH2,e-:hmrate:1.0e-10:0:0 # UMIST   
H-,NH2=>NH3,e-:hmrate:1.0e-9:0:0 # UMIST   
H-,CN=>HCN,e-:hmrate:1.0e-10:0:0 # UMIST   
H-,NH4+=>NH3,H2:hmrate:0.00000023:-0.5:0 # UMIST   
H2,Cl+=>HCl+,H:hmrate:0.000000001:0:0 # UMIST   
H2,HCl+=>H2Cl+,H:hmrate:0.0000000013:0:0 # UMIST   
H3+,Cl=>HCl+,H2:hmrate:0.000000001:0:0 # UMIST   
H3+,HCl=>H2Cl+,H2:hmrate:0.0000000038:0:0 # UMIST   
He+,HCl=>Cl+,He,H:hmrate:0.0000000033:0:0 # UMIST   
He+,CCl=>Cl,C+,He:hmrate:0.0000000033:0:0 # UMIST   
He+,ClO=>Cl+,O,He:hmrate:0.000000001:0:0 # UMIST   
H+,HCl=>HCl+,H:hmrate:0.0000000033:1:0 # UMIST   
H3+,HNC=>HCNH+,H2:hmrate:0.0000000081:0:0 
He+,HNC=>NH+,C,He:hmrate:0.0000000005:0:0 
He+,HNC=>N,C+,He,H:hmrate:0.0000000005:0:0 
He+,HNC=>CN+,He,H:hmrate:0.0000000005:0:0 
H+,HNC=>HCN,H+:hmrate:0.000000001:0:0 
H,HNC=>HCN,H:h_hnc_hcn_h:0.000000000000136:4.48:0
H2,HCN+=>HCNH+,H:hmrate:0.0000000009:0:0 
H3+,HCN=>HCNH+,H2:hmrate:0.0000000081:0:0 
H,C2=>CH,C:hmrate:4.67e-10:0.5:30450 # UMIST	 
H+,C2=>C2+,H:hmrate:3.1e-9:0:0 # UMIST	 
H2+,C2=>C2+,H2:hmrate:1.1e-9:0:0 # UMIST	 
He+,C2=>C2+,He:hmrate:5.0e-10:0:0 # UMIST	 
He+,C2H=>C2+,He,H:hmrate:0.000000001:0:0 
He+,C2H=>CH+,C,He:hmrate:0.0000000015:0:0 
He+,C2H=>CH,C+,He:hmrate:0.0000000015:0:0 
H-,C2=>C2H,e-:hmrate:0.00000000235:0:0 
H+,C2H=>C2+,H2:hmrate:0.0000000014:0:0 
H+,C2H=>C2H+,H:hmrate:0.0000000014:0:0 
H2+,C2=>C2H+,H:hmrate:0.0000000015:0:0 
H2+,C2H=>C2H+,H2:hmrate:0.0000000014:0:0 
H3+,C2=>C2H+,H2:hmrate:0.000000002:0:0 
H2,C2+=>C2H+,H:hmrate:0.000000000254:0:0 
H+,C3=>C3+,H:hmrate:0.00000000485:0:0 
He+,C3=>C2,C+,He:hmrate:0.00000000094:0:0 
He+,C2H2=>C2H+,He,H:hmrate:0.000000001:0:0 
He+,C3H=>C3+,He,H:hmrate:0.000000002:0:0 
He+,C2H2=>C2+,He,H2:hmrate:0.000000002:0:0 
He+,C2H2=>CH+,CH,He:hmrate:0.0000000075:0:0 
H-,C2H=>C2H2,e-:hmrate:0.000000000294:0:0 
H+,C2H2=>C2H2+,H:hmrate:0.00000000086:0:0 
H+,C2H2=>C2H+,H2:hmrate:0.00000000077:0:0 
H+,C3H=>C3H+,H:hmrate:0.00000000057:0:0 
H+,C3H=>C3+,H2:hmrate:0.0000000024:0:0 
H2+,C2H=>C2H2+,H:hmrate:0.000000003:0:0 
H2+,C2H2=>C2H2+,H2:hmrate:0.0000000014:0:0 
H3+,C2H=>C2H2+,H2:hmrate:0.000000002:0:0 
H3+,C3=>C3H+,H2:hmrate:0.0000000015:0:0 
H2,C2H+=>C2H2+,H:hmrate:0.000000001:0:0 
H2,C3+=>C3H+,H:hmrate:0.0000000022:0:0 
He+,C2H2=>C2H2+,He:hmrate:0.000000001:0:0 
H,C2H3+=>C2H2+,H2:hmrate:0.0000000000000003:-1:0 
H2+,C2H2=>C2H3+,H:hmrate:0.0000000014:0:0 
H3+,C2H2=>C2H3+,H2:hmrate:0.000000001:0:0 
N2,H3+=>N2H+,H2:hmrate:1.8e-9:0.:0. # Bohme et al. 1973     
NH2+,NH2=>NH3+,NH:hmrate:1.0e-9:0:0 # UMIST   
NH2,OH+=>NH3+,O:hmrate:5.0e-10:0:0 # UMIST   
NH2+,OH=>H2O+,NH:hmrate:7.1e-10:0:0 # UMIST   
NH2+,NH3=>NH4+,NH:hmrate:1.61e-9:0:0 # UMIST   
NH2,NH3+=>NH4+,NH:hmrate:1.0e-11:0:0 # UMIST   
NH2,CH5+=>NH3+,CH4:hmrate:9.9e-10:0:0 # UMIST   
NH2+,H2O=>NH3+,OH:hmrate:1.0e-10:0:0 # UMIST   
NH2+,H2O=>H3O+,NH:hmrate:2.76e-9:0:0 # UMIST   
NH2,H2O+=>NH3+,OH:hmrate:4.9e-10:0:0 # UMIST   
NH2+,H2O=>NH4+,O:hmrate:1.45e-10:0:0 # UMIST   
NH2,H3O+=>H2O,NH3+:hmrate:9.7e-10:0:0 # UMIST   
NH2,HCN+=>CN,NH3+:hmrate:9.0e-10:0:0 # UMIST   
NH2,CO+=>HCO+,NH:hmrate:4.5e-10:0:0 # UMIST   
NH2,HNO+=>NO,NH3+:hmrate:8.8e-10:0:0 # UMIST   
NH2+,O2=>HNO+,OH:hmrate:2.1e-11:0:0 # UMIST   
NH2+,S=>HS+,NH:hmrate:4.4e-10:0:0 # UMIST   
CH4+,NH3=>NH4+,CH3:hmrate:1.15e-9:0:0 # UMIST   
CH4,NH3+=>NH4+,CH3:hmrate:4.8e-10:0:0 # UMIST   
CH4,N2+=>N2,CH2+,H2:hmrate:7.e-11:0:0 # UMIST   
CH4,N2+=>N2,CH3+,H:hmrate:9.3e-10:0:0 # UMIST   
CH4,HNO+=>NO,CH5+:hmrate:1.0e-10:0:0 # UMIST   
CH4,S+=>HCS+,H2,H:hmrate:2.0e-11:0:0 # UMIST   
CH4,CS+=>HCS+,CH3:hmrate:5.0e-10:0:0 # UMIST   
OH+,NH3=>NH4+,O:hmrate:1.2e-9:0:0 # UMIST   
OH,NH3+=>NH4+,O:hmrate:7.0e-10:0:0 # UMIST   
OH+,CN=>HCN+,O:hmrate:1.0e-9:0:0 # UMIST   
OH,HCN+=>CN,H2O+:hmrate:6.3e-10:0:0 # UMIST   
OH+,NO=>HNO+,O:hmrate:6.11e-10:0:0 # UMIST   
OH,HNO+=>NO,H2O+:hmrate:6.2e-10:0:0 # UMIST   
OH+,S=>HS+,O:hmrate:4.3e-10:0:0 # UMIST   
OH+,S=>SO+,H:hmrate:4.3e-10:0:0 # UMIST   
OH,S+=>SO+,H:hmrate:6.1e-10:0:0 # UMIST   
NH3+,NH3=>NH4+,NH2:hmrate:2.2e-9:0:0 # UMIST   
NH3,CH5+=>NH4+,CH4:hmrate:2.5e-9:0:0 # UMIST   
NH3+,H2O=>NH4+,OH:hmrate:1.1e-10:0:0 # UMIST   
NH3,H2O+=>NH4+,OH:hmrate:9.45e-10:0:0 # UMIST   
NH3,H3O+=>NH4+,H2O:hmrate:2.2e-9:0:0 # UMIST   
NH3,CO+=>HCO+,NH2:hmrate:4.12e-11:0:0 # UMIST   
NH3,HNO+=>NO,NH4+:hmrate:1.1e-9:0:0 # UMIST   
NH3,HS+=>S,NH4+:hmrate:9.75e-10:0:0 # UMIST   
NH3,HCS+=>CS,NH4+:hmrate:2.0e-9:0:0 # UMIST   
CH5+,S=>HS+,CH4:hmrate:1.3e-9:0:0 # UMIST   
H2O,CN+=>HCN+,OH:hmrate:1.6e-9:0:0 # UMIST   
H2O,CN+=>HCO+,NH:hmrate:1.6e-10:0:0 # UMIST   
H2O,HCN+=>CN,H3O+:hmrate:1.8e-9:0:0 # UMIST   
H2O,HNO+=>NO,H3O+:hmrate:2.3e-9:0:0 # UMIST   
H2O+,S=>HS+,OH:hmrate:4.3e-10:0:0 # UMIST   
H2O,HS+=>S,H3O+:hmrate:7.8e-10:0:0 # UMIST   
H3O+,CS=>HCS+,H2O:hmrate:1.0e-9:0:0 # UMIST   
CN+,NO=>OCN+,N:hmrate:1.9e-10:0:0 # UMIST   
CN,HNO+=>NO,HCN+:hmrate:8.7e-10:0:0 # UMIST   
CN+,O2=>OCN+,O:hmrate:8.6e-11:0:0 # UMIST   
HCN+,S=>HS+,CN:hmrate:5.7e-10:0:0 # UMIST   
HNO+,S=>HS+,NO:hmrate:1.1e-9:0:0 # UMIST   
O2,S+=>SO+,O:hmrate:1.5e-11:0:0 # UMIST   
O2+,S=>SO+,O:hmrate:5.4e-10:0:0 # UMIST   
O2,CS+=>OCS+,O:hmrate:1.3e-10:0:0 # UMIST   
S,SiO+=>SO,Si+:hmrate:1.0e-9:0:0 # UMIST   
C+,NH3=>NH3+,C:hmrate:5.06e-10:0:0 # UMIST   
C,CN+=>CN,C+:hmrate:1.1e-10:0:0 # UMIST   
C,N2+=>N2,C+:hmrate:1.1e-10:0:0 # UMIST   
C+,NO=>NO+,C:hmrate:5.2e-10:0:0 # UMIST   
C+,SiN=>SiN+,C:hmrate:1.0e-9:0:0 # UMIST   
C,CS+=>CS,C+:hmrate:1.6e-9:0:0 # UMIST   
C+,NS=>NS+,C:hmrate:7.6e-10:0:0 # UMIST   
C+,SO=>SO+,C:hmrate:2.6e-10:0:0 # UMIST   
C+,OCS=>OCS+,C:hmrate:4.0e-10:0:0 # UMIST   
CH,NH2+=>NH2,CH+:hmrate:3.5e-10:0:0 # UMIST   
CH+,NH3=>NH3+,CH:hmrate:4.59e-10:0:0 # UMIST   
CH,CN+=>CN,CH+:hmrate:6.4e-10:0:0 # UMIST   
CH,N2+=>N2,CH+:hmrate:6.3e-10:0:0 # UMIST   
CH+,NO=>NO+,CH:hmrate:7.6e-10:0:0 # UMIST   
N+,NH=>NH+,N:hmrate:3.7e-10:0:0 # UMIST   
N+,NH2=>NH2+,N:hmrate:1.0e-9:0:0 # UMIST   
N+,NH3=>NH3+,N:hmrate:1.97e-9:0:0 # UMIST   
N+,CN=>CN+,N:hmrate:1.1e-9:0:0 # UMIST   
N+,HCN=>HCN+,N:hmrate:1.2e-9:0:0 # UMIST   
N,N2+=>N2,N+:hmrate:1.0e-11:0:0 # UMIST   
N+,NO=>NO+,N:hmrate:4.51e-10:0:0 # UMIST   
N+,OCS=>OCS+,N:hmrate:1.02e-9:0:0 # UMIST   
CH2,NH2+=>NH2,CH2+:hmrate:4.9e-10:0:0 # UMIST   
CH2,CN+=>CN,CH2+:hmrate:8.8e-10:0:0 # UMIST   
CH2,N2+=>N2,CH2+:hmrate:8.7e-10:0:0 # UMIST   
CH2+,NO=>NO+,CH2:hmrate:4.2e-10:0:0 # UMIST   
NH,O+=>O,NH+:hmrate:3.6e-10:0:0 # UMIST   
NH,OH+=>OH,NH+:hmrate:3.6e-10:0:0 # UMIST   
NH+,NH3=>NH3+,NH:hmrate:1.8e-9:0:0 # UMIST   
NH+,H2O=>H2O+,NH:hmrate:1.05e-9:0:0 # UMIST   
NH,CN+=>CN,NH+:hmrate:6.5e-10:0:0 # UMIST   
NH,N2+=>N2,NH+:hmrate:6.5e-10:0:0 # UMIST   
NH+,NO=>NO+,NH:hmrate:7.12e-10:0:0 # UMIST   
NH+,O2=>O2+,NH:hmrate:4.51e-10:0:0 # UMIST   
NH+,S=>S+,NH:hmrate:6.9e-10:0:0 # UMIST   
CH3+,NO=>NO+,CH3:hmrate:1.0e-9:0:0 # UMIST   
O+,NH2=>NH2+,O:hmrate:1.0e-9:0:0 # UMIST   
O+,NH3=>NH3+,O:hmrate:1.2e-9:0:0 # UMIST   
O,CN+=>CN,O+:hmrate:6.5e-11:0:0 # UMIST   
O,HCN+=>HCN,O+:hmrate:6.5e-11:0:0 # UMIST   
O,N2+=>N2,O+:hmrate:1.0e-11:0:0 # UMIST   
O+,NO=>NO+,O:hmrate:1.7e-12:0:0 # UMIST   
O+,OCS=>OCS+,O:hmrate:6.5e-10:0:0 # UMIST   
NH2,OH+=>OH,NH2+:hmrate:5.0e-10:0:0 # UMIST   
NH2+,NH3=>NH3+,NH2:hmrate:6.9e-10:0:0 # UMIST   
NH2,H2O+=>H2O,NH2+:hmrate:4.9e-10:0:0 # UMIST   
